company_id,company_name,industry,size_range,hq_location
1051,GES - Global Experience Specialists,Events Services,501-1000,"Las Vegas, NV, US"
1052,Guy Carpenter,Insurance,501-1000,"New York, NY, US"
1053,AMETEK,Manufacturing,1000+,"Berwyn, PA, US"
1054,Littler,Law Practice,501-1000,"San Francisco, California, US"
1055,Subway,Restaurants,201-500,"0, 0, US"
1056,Acosta,Retail,1000+,"Jacksonville, FL, US"
1057,Bentley University,Higher Education,201-500,"Waltham, Massachusetts, US"
1058,"Church & Dwight Co., Inc.",Manufacturing,501-1000,"Ewing, New Jersey, US"
1059,Deutsche Bahn,Truck Transportation,1000+,"Berlin, 0, DE"
1060,The Judge Group,Staffing and Recruiting,501-1000,"Wayne, PA, US"
1061,Huber Engineered Materials,Chemical Manufacturing,501-1000,"Atlanta, Georgia, US"
1062,Globant,IT Services and IT Consulting,1000+,"San Francisco, CA, US"
1063,Orkin,Consumer Services,501-1000,"Atlanta, Georgia, US"
1064,Staffmark,Staffing and Recruiting,501-1000,"Cincinnati, Ohio, US"
1065,Cartus,Real Estate,501-1000,"Danbury, CT, US"
1066,Quad,Advertising Services,1000+,"Sussex, Wisconsin, US"
1067,James Hardie,Wholesale Building Materials,501-1000,"Chicago, Illinois, US"
1068,tms,Business Consulting and Services,501-1000,"Chicago, IL, US"
1069,Dollar General,Retail,1000+,"Goodlettsville, TN, US"
1070,Callaway Golf,Retail,501-1000,"Carlsbad, California, US"
1071,Equinix,"Technology, Information and Internet",501-1000,"Redwood City, California, US"
1072,Pactiv Evergreen Inc.,Packaging and Containers Manufacturing,1000+,"Lake Forest, IL, US"
1073,Procom,IT Services and IT Consulting,51-200,"Toronto, Ontario, CA"
1074,Fish & Richardson P.C.,Law Practice,201-500,"Boston, MA, US"
1075,New Balance,Retail,501-1000,"Brighton, MA, US"
1076,O-I,"Glass, Ceramics and Concrete Manufacturing",1000+,"Perrysburg, Ohio, US"
1077,QIAGEN,Biotechnology Research,501-1000,"Venlo, Limburg, NL"
1078,Anthropologie,Retail Apparel and Fashion,501-1000,"Philadelphia, PA, US"
1079,Leonardo DRS,Defense and Space Manufacturing,501-1000,"Arlington, VA, US"
1080,Talbots,Retail,501-1000,"Hingham, MA, US"
1081,ATR International,Staffing and Recruiting,201-500,"Santa Clara, California, US"
1082,Banner Health,Hospitals and Health Care,1000+,"Phoenix, AZ, US"
1083,Charles River Laboratories,Biotechnology Research,1000+,"Wilmington, Massachusetts, US"
1084,Husky Technologies,Machinery Manufacturing,501-1000,"Bolton, ON, CA"
1085,Altair,Software Development,501-1000,"Troy, MI, US"
1086,Sumitomo Mitsui Banking Corporation – SMBC Group,Financial Services,1000+,"Tokyo, 0, JP"
1087,University of Alaska Fairbanks,Higher Education,501-1000,"Fairbanks, AK, US"
1088,Alston & Bird,Law Practice,501-1000,"Atlanta, GA, US"
1089,Munich Re,Insurance,1000+,"Munich, Bavaria, DE"
1090,Dyson,"Appliances, Electrical, and Electronics Manufacturing",1000+,"Singapore, Singapore, SG"
1091,The Guitar Center Company,Retail,1000+,"Westlake Village, CA, US"
1092,MoneyGram International,Financial Services,501-1000,"Dallas, TX, US"
1093,Douglas Elliman Real Estate,Real Estate,501-1000,"New York, NY, US"
1094,Teleflex,Medical Equipment Manufacturing,1000+,"Wayne, PA, US"
1095,"Levi, Ray & Shoup, Inc. (LRS)",IT Services and IT Consulting,201-500,"Springfield, IL, US"
1096,JSI,Non-profit Organizations,501-1000,"Boston, MA, US"
1097,Municipality of Anchorage,Government Relations Services,501-1000,"Anchorage, Alaska, US"
1098,BJ's Wholesale Club,Retail,1000+,"Marlborough, MA, US"
1099,The Toro Company,Machinery Manufacturing,1000+,"Minneapolis, Minnesota, US"
1100,CEVA Logistics,Truck Transportation,1000+,"Marseille, Provence-Alpes-Cote d'Azur, FR"
1101,GKN Automotive,Motor Vehicle Manufacturing,1000+,"London, England, GB"
1102,Bowling Green State University,Higher Education,501-1000,"Bowling Green, OH, US"
1103,CITGO,Oil and Gas,501-1000,"Houston, TX, US"
1104,COUNTRY Financial®,Insurance,501-1000,"Bloomington, IL, US"
1105,Flagstar Bank,Banking,501-1000,"Hicksville, NY, US"
1106,National Car Rental,Travel Arrangements,1000+,"St Louis, Missouri, US"
1107,Alamo Rent A Car,Travel Arrangements,501-1000,"St Louis, Missouri, US"
1108,Boral,Construction,501-1000,"North Ryde, New South Wales, AU"
1109,Molson Coors Beverage Company,Food and Beverage Services,1000+,"Chicago, Illinois, US"
1110,YASH Technologies,IT Services and IT Consulting,501-1000,"East Moline, IL, US"
1111,Calix,Software Development,501-1000,"San Jose, California, US"
1112,Mandarin Oriental Hotel Group,Hospitality,1000+,"Quarry Bay, Hong Kong, HK"
1113,Ipsen,Pharmaceutical Manufacturing,501-1000,"Boulogne Billancourt, 0, FR"
1114,Entegris,Semiconductor Manufacturing,501-1000,"Billerica, MA, US"
1115,Lectra,IT Services and IT Consulting,501-1000,"Paris, 0, FR"
1116,Lionsgate,Entertainment Providers,501-1000,"Santa Monica, CA, US"
1117,University of Rhode Island,Higher Education,501-1000,"Kingston, RI, US"
1118,Federated Hermes,Financial Services,501-1000,"Pittsburgh, PA, US"
1119,Lifespan,Hospitals and Health Care,1000+,"Providence, RI, US"
1120,Qualys,Computer and Network Security,501-1000,"Foster City, CA, US"
1121,Briggs & Stratton,Manufacturing,501-1000,"Milwaukee, WI, US"
1122,"California State University, Fullerton",Higher Education,501-1000,"Fullerton, ca, US"
1123,Gulfstream Aerospace,Aviation and Aerospace Component Manufacturing,1000+,"Savannah, Ga, US"
1124,Colonial Life,Insurance,501-1000,"Columbia, SC, US"
1125,Huhtamaki,Packaging and Containers Manufacturing,1000+,"Espoo, 0, FI"
1126,SWAROVSKI,Retail Luxury Goods and Jewelry,1000+,"Männedorf, 0, CH"
1127,Brother USA,Computers and Electronics Manufacturing,201-500,"Bridgewater, New Jersey, US"
1128,National MS Society,Non-profit Organizations,201-500,"Denver, Colorado, US"
1129,Tate & Lyle,Food and Beverage Manufacturing,501-1000,"London, England, GB"
1130,Kemper,Insurance,501-1000,"Chicago, IL, US"
1131,University of the Pacific,Higher Education,501-1000,"Stockton, California, US"
1132,Fermilab,Research Services,501-1000,"Batavia, IL, US"
1133,Univar Solutions,Chemical Manufacturing,501-1000,"Downers Grove, IL, US"
1134,Duane Morris LLP,Law Practice,501-1000,"Philadelphia, PA, US"
1135,The Port Authority of New York & New Jersey,Government Administration,501-1000,"0, 0, US"
1136,Associated Bank,Financial Services,501-1000,"Green Bay, Wisconsin, US"
1137,Konami Digital Entertainment,Entertainment Providers,501-1000,"Chuo-ku, Tokyo, JP"
1138,Infoblox,Computer and Network Security,501-1000,"Santa Clara, California, US"
1139,University of Vermont,Higher Education,501-1000,"Burlington, Vermont, US"
1140,Info-Tech Research Group,IT Services and IT Consulting,501-1000,"London, Ontario, CA"
1141,Sectra,IT Services and IT Consulting,201-500,"Linköping, 0, SE"
1142,City of Fort Worth,Government Administration,501-1000,"Fort Worth, Texas, US"
1143,Bill & Melinda Gates Foundation,Non-profit Organizations,501-1000,"Seattle, WA, US"
1144,City of Atlanta,Government Administration,501-1000,"Atlanta, Georgia, US"
1145,designory,Advertising Services,51-200,"Long Beach, CA, US"
1146,The Bolton Group,Staffing and Recruiting,1-10,"Atlanta, Georgia, US"
1147,TruTeam,Construction,1000+,"Daytona Beach, FL, US"
1148,Prologis,Real Estate,501-1000,"San Francisco, CA, US"
1149,Plante Moran,Accounting,501-1000,"Southfield, Michigan, US"
1150,Cboe Global Markets,Financial Services,501-1000,"Chicago, Illinois, US"
1151,City and County of Denver,Government Administration,1000+,"Denver, CO, US"
1152,GP Strategies Corporation,Business Consulting and Services,501-1000,"Columbia, MD, US"
1153,Ghirardelli Chocolate Company,Manufacturing,501-1000,"San Leandro, CA, US"
1154,State of Iowa - Executive Branch,Government Administration,1000+,"0, 0, US"
1155,Des Moines Public Schools,Education Administration Programs,501-1000,"Des Moines, Iowa, US"
1156,ARA,Defense and Space Manufacturing,501-1000,"Albuquerque, NM, US"
1157,The Rockefeller University,Research Services,501-1000,"New York, NY, US"
1158,TSMC,Semiconductor Manufacturing,1000+,"Hsinchu, Taiwan, TW"
1159,Imerys,Mining,1000+,"Paris, Ile-de-France, FR"
1160,National Hockey League (NHL),Spectator Sports,501-1000,"New York, New York, US"
1161,Polaris Inc.,Manufacturing,1000+,"Medina, Minnesota, US"
1162,"California State University, Long Beach",Higher Education,501-1000,"Long Beach, CA, US"
1163,FORVIA HELLA,Motor Vehicle Manufacturing,1000+,"Lippstadt, 0, DE"
1164,Western & Southern Financial Group,Financial Services,501-1000,"Cincinnati, OH, US"
1165,Echo Global Logistics,Truck Transportation,501-1000,"Chicago, IL, US"
1166,Greenspun Media Group,Book and Periodical Publishing,51-200,"Henderson, NV, US"
1167,Henry Ford Health,Hospitals and Health Care,1000+,"Detroit, MI, US"
1168,Premier Health Partners,Hospitals and Health Care,1000+,"Dayton, OH, US"
1169,The Mount Sinai Hospital,Hospitals and Health Care,1000+,"New York, NY, US"
1170,Newmark,Real Estate,501-1000,"New York, NY, US"
1171,"Nuveen, a TIAA company",Financial Services,501-1000,"New York, NY, US"
1172,Macmillan,Book and Periodical Publishing,501-1000,"New York, NY, US"
1173,Clark County School District,Education Administration Programs,1000+,"Las Vegas, NV, US"
1174,U.S. Chamber of Commerce,Government Relations Services,201-500,"Washington, DC, US"
1175,Nilfisk,Machinery Manufacturing,501-1000,"Copenhagen Ø, 0, DK"
1176,Proforma,Advertising Services,501-1000,"Independence, Ohio, US"
1177,Belden Inc.,Manufacturing,501-1000,"St. Louis, Missouri, US"
1178,Southwest Research Institute,Research Services,501-1000,"San Antonio, TX, US"
1179,FlightSafety International,Airlines and Aviation,501-1000,"Columbus, Ohio, US"
1180,Florida Atlantic University,Higher Education,501-1000,"Boca Raton, fl, US"
1181,World Wide Technology,IT Services and IT Consulting,1000+,"Maryland Heights, Missouri, US"
1182,Covestro,Chemical Manufacturing,1000+,"Leverkusen, NRW, DE"
1183,Shaw Industries,Textile Manufacturing,1000+,"Dalton, GA, US"
1184,Brenntag,Chemical Manufacturing,1000+,"Essen, North Rhine-Westphalia, DE"
1185,Advantage Solutions,Advertising Services,1000+,"Irvine, California, US"
1186,"Universal Technical Institute, Inc.",Higher Education,501-1000,"Phoenix, Arizona, US"
1187,Porsche Cars North America,Motor Vehicle Manufacturing,51-200,"Atlanta, GA, US"
1188,TÜV Rheinland North America,Public Safety,201-500,"Littleton, MA, US"
1189,University of Missouri-Kansas City,Higher Education,501-1000,"Kansas City, MO, US"
1190,H.B. Fuller,Chemical Manufacturing,501-1000,"Vadnais Heights, MN, US"
1191,SES Satellites,Telecommunications,501-1000,"Betzdorf, Luxembourg, LU"
1192,The University of Southern Mississippi,Higher Education,501-1000,"Hattiesburg, MS, US"
1193,Advance Auto Parts,Retail,1000+,"Raleigh, NC, US"
1194,Bright Horizons,Education Administration Programs,1000+,"Newton, Massachusetts, US"
1195,King & Wood Mallesons,Law Practice,501-1000,"Hong Kong, 0, HK"
1196,Indiana University Health,Hospitals and Health Care,1000+,"Indianapolis, Indiana, US"
1197,PACSUN,Retail,1000+,"Anaheim, CA, US"
1198,Ropes & Gray LLP,Law Practice,501-1000,"Boston, MA, US"
1199,Netsmart,Software Development,501-1000,"Overland Park, KS, US"
1200,American Water,Utilities,501-1000,"Camden, NJ, US"
1201,Big Lots,Retail,1000+,"Columbus, Ohio, US"
1202,Fairview Health Services,Hospitals and Health Care,1000+,"Minneapolis, MN, US"
1203,"Lord, Abbett & Co. LLC",Financial Services,201-500,"Jersey City, NJ, US"
1204,Sheppard Mullin Richter & Hampton LLP,Law Practice,501-1000,"Los Angeles, CA, US"
1205,CareFirst BlueCross BlueShield,Insurance,501-1000,"Baltimore, MD, US"
1206,Symetra,Insurance,501-1000,"Bellevue, WA, US"
1207,National Journal,Research Services,11-50,"Washington, District of Columbia, US"
1208,Medical College of Wisconsin,Higher Education,501-1000,"0, WI, US"
1209,Brainlab,Medical Equipment Manufacturing,501-1000,"Munich, Bavaria, DE"
1210,Redwood Software,Software Development,201-500,"Frisco, Texas, US"
1211,University of Maryland Global Campus,Higher Education,501-1000,"Adelphi, Maryland, US"
1212,Dallas College,Higher Education,501-1000,"Dallas, TX, US"
1213,Savills North America,Real Estate,201-500,"New York, NY, US"
1214,VSP Vision Care,Insurance,501-1000,"Rancho Cordova, CA, US"
1215,"Medline Industries, LP",Medical Equipment Manufacturing,1000+,"Northfield, IL, US"
1216,Old Dominion University,Higher Education,501-1000,"Norfolk, va, US"
1217,Genesis10,IT Services and IT Consulting,501-1000,"New York, New York, US"
1218,EPCOR,Utilities,501-1000,"Edmonton, Alberta, CA"
1219,Symrise AG,Food and Beverage Manufacturing,1000+,"Holzminden, Lower Saxony, DE"
1220,TriNet,Human Resources Services,501-1000,"Dublin, CA, US"
1221,Braskem,Plastics Manufacturing,501-1000,"São Paulo, SP, BR"
1222,The Venetian Resort Las Vegas,Gambling Facilities and Casinos,1000+,"Las Vegas, Nevada, US"
1223,Novelis,Manufacturing,1000+,"Atlanta, GA, US"
1224,Perkins&Will,Architecture and Planning,501-1000,"Chicago, IL, US"
1225,Belk,Retail,1000+,"Charlotte, North Carolina, US"
1226,Tyler Technologies,Software Development,501-1000,"Plano, Texas, US"
1227,VHB,Civil Engineering,501-1000,"Watertown, Massachusetts, US"
1228,EY-Parthenon,Business Consulting and Services,1000+,"Boston, MA, US"
1229,Yara International,Farming,1000+,"Oslo, 0, NO"
1230,Simon-Kucher,Business Consulting and Services,501-1000,"Bonn, 0, DE"
1231,Intuitive,Medical Equipment Manufacturing,501-1000,"California, 94086, US"
1232,Miratech,IT Services and IT Consulting,201-500,"New York, NY, US"
1233,Peraton,IT Services and IT Consulting,1000+,"Reston, Virginia, US"
1234,Neurocrine Biosciences,Biotechnology Research,501-1000,"San Diego, California, US"
1235,Amica Insurance,Insurance,501-1000,"Lincoln, RI, US"
1236,Kiewit,Construction,1000+,"Omaha, NE, US"
1237,William & Mary,Higher Education,501-1000,"Williamsburg, va, US"
1238,Guidewire Software,Software Development,501-1000,"San Mateo, California, US"
1239,Miami-Dade County Public Schools,Education Administration Programs,1000+,"Miami, FL, US"
1240,Trintech,Software Development,51-200,"Plano, Texas, US"
1241,Ameren,Utilities,501-1000,"St. Louis, MO, US"
1242,Benjamin Moore,Manufacturing,501-1000,"Montvale, NJ, US"
1243,Design Within Reach,Furniture and Home Furnishings Manufacturing,201-500,"Stamford, CT, US"
1244,ITW,Machinery Manufacturing,1000+,"Glenview, IL, US"
1245,Liberty University,Higher Education,501-1000,"Lynchburg, VA, US"
1246,"Solix Technologies, Inc.",Software Development,51-200,"Santa Clara, CA, US"
1247,U.S. Office of Personnel Management (OPM),Government Administration,501-1000,"Washington, DC, US"
1248,VNS Health,Hospitals and Health Care,1000+,"New York, 0, US"
1249,Hill's Pet Nutrition,Manufacturing,501-1000,"Topeka, KS, US"
1250,X-Rite,"Appliances, Electrical, and Electronics Manufacturing",201-500,"Grand Rapids, MI, US"
1251,Commonwealth Financial Network,Financial Services,201-500,"Waltham, MA, US"
1252,Centene Corporation,Hospitals and Health Care,1000+,"Saint Louis, MO, US"
1253,VSE Corporation,Truck Transportation,501-1000,"Alexandria, VA, US"
1254,The Exchange,Retail,1000+,"Dallas, TX, US"
1255,Novant Health,Hospitals and Health Care,1000+,"Charlotte, NC, US"
1256,Pella Corporation,Wholesale Building Materials,501-1000,"Pella, IA, US"
1257,Babcock & Wilcox,Renewable Energy Semiconductor Manufacturing,501-1000,"Akron, Ohio, US"
1258,Houston Chronicle,Newspaper Publishing,201-500,"Houston, Texas, US"
1259,Kimball International,Furniture and Home Furnishings Manufacturing,501-1000,"Jasper, Indiana, US"
1260,Kimley-Horn,Civil Engineering,501-1000,"Raleigh, North Carolina, US"
1261,Ansell,Manufacturing,1000+,"Iselin, New Jersey, US"
1262,Kennesaw State University,Higher Education,501-1000,"Kennesaw, Georgia, US"
1263,The City of San Diego,Government Administration,1000+,"San Diego, CA, US"
1264,Mercury Insurance,Insurance,501-1000,"Brea, California, US"
1265,Dewberry,IT Services and IT Consulting,501-1000,"Fairfax, Virginia, US"
1266,Direct Supply,Hospitals and Health Care,501-1000,"Milwaukee, Wisconsin, US"
1267,Eastridge Workforce Solutions,Staffing and Recruiting,51-200,"San Diego, California, US"
1268,Wood,IT Services and IT Consulting,1000+,"Aberdeen, 0, GB"
1269,Iridium,Telecommunications,201-500,"McLean, VA, US"
1270,Crate and Barrel,Retail,501-1000,"Northbrook, IL, US"
1271,Aveda,Personal Care Product Manufacturing,501-1000,"0, 0, 0"
1272,Brembo,Motor Vehicle Manufacturing,1000+,"24040, Stezzano, IT"
1273,Broadspire,Insurance,501-1000,"Peachtree Corners, Georgia, US"
1274,Levy Restaurants,Food and Beverage Services,1000+,"Chicago, IL, US"
1275,Rakuten Advertising,Software Development,201-500,"San Mateo, CA, US"
1276,Mintel,Market Research,501-1000,"London, England, GB"
1277,Arkema,Chemical Manufacturing,1000+,"Colombes Cedex, 0, FR"
1278,Eastern Michigan University,Higher Education,501-1000,"Ypsilanti, MI, US"
1279,Siegel+Gale,Advertising Services,51-200,"New York, New York, US"
1280,Wright State University,Higher Education,501-1000,"Dayton, OH, US"
1281,Bolloré Logistics,Truck Transportation,1000+,"Puteaux, 0, FR"
1282,Vicor Corporation,"Appliances, Electrical, and Electronics Manufacturing",501-1000,"Andover, MA, US"
1283,"California State University, Chico",Higher Education,501-1000,"Chico, ca, US"
1284,"RealPage, Inc.",Software Development,501-1000,"Richardson, Texas, US"
1285,Protective Life,Insurance,501-1000,"Birmingham, Alabama, US"
1286,Lexar,Computers and Electronics Manufacturing,11-50,"San Jose, California, US"
1287,Milestone Systems,Software Development,201-500,"Greater Copenhagen, Denmark, DK"
1288,ORIX Corporation USA,Financial Services,501-1000,"New York, NY, US"
1289,Chevron Phillips Chemical Company,Chemical Manufacturing,501-1000,"Spring, Texas, US"
1290,HUB International,Insurance,1000+,"Chicago, IL, US"
1291,AMN Healthcare,Staffing and Recruiting,501-1000,"Dallas, TX, US"
1292,Belcan,IT Services and IT Consulting,501-1000,"Cincinnati, OH, US"
1293,Children's Health,Hospitals and Health Care,501-1000,"Dallas, TX, US"
1294,DSA,IT Services and IT Consulting,51-200,"Trevose, PA, US"
1295,Hyland,Software Development,501-1000,"Westlake, OH, US"
1296,Momentive,Chemical Manufacturing,501-1000,"Schenectady, New York, US"
1297,Eversource Energy,Utilities,501-1000,"Hartford, Connecticut, US"
1298,StubHub,Software Development,501-1000,"New York, NY, US"
1299,Arch Insurance Group Inc.,Insurance,201-500,"Jersey City, New Jersey, US"
1300,Medica,Insurance,501-1000,"Minnetonka, MN, US"
1301,PPL Corporation,Utilities,501-1000,"Allentown, PA, US"
1302,Uponor,Wholesale Building Materials,501-1000,"Helsinki, Helsinki, FI"
1303,Coinstar,Retail,51-200,"Bellevue, Washington, US"
1304,CSC,Financial Services,501-1000,"Wilmington, Delaware, US"
1305,"Caleres, Inc.",Retail Apparel and Fashion,1000+,"St. Louis, Missouri, US"
1306,Groupe Clarins,Personal Care Product Manufacturing,501-1000,"75017 PARIS, 0, FR"
1307,Rocket Software,IT Services and IT Consulting,501-1000,"Waltham, MA, US"
1308,Alkermes,Biotechnology Research,501-1000,"Dublin, 0, IE"
1309,Brooks Brothers,Retail,501-1000,"New York, NY, US"
1310,Famous Footwear,Retail,501-1000,"0, 0, US"
1311,Creighton University,Higher Education,501-1000,"Omaha, Nebraska, US"
1312,Qlik,Software Development,501-1000,"King of Prussia, PA, US"
1313,Baker Tilly US,Accounting,501-1000,"Chicago, IL, US"
1314,Ivy Tech Community College,Higher Education,501-1000,"Indianapolis, in, US"
1315,NOVA Chemicals,Chemical Manufacturing,501-1000,"Calgary, Alberta, CA"
1316,"Lexicon Pharmaceuticals, Inc.",Pharmaceutical Manufacturing,11-50,"The Woodlands, TX, US"
1317,Stifel Financial Corp.,Financial Services,501-1000,"St. Louis, MO, US"
1318,Videojet Technologies,Printing Services,501-1000,"Wood Dale, IL, US"
1319,DLC,Business Consulting and Services,51-200,"Los Angeles, California, US"
1320,HNTB,Civil Engineering,501-1000,"0, 0, US"
1321,GHD,Civil Engineering,1000+,"Sydney, 0, AU"
1322,JDRF International,Fundraising,201-500,"New York, New York, US"
1323,Konecranes,Machinery Manufacturing,1000+,"Hyvinkaa, 0, FI"
1324,Pep Boys,Motor Vehicle Manufacturing,501-1000,"Bala-Cynwyd, Pennsylvania, US"
1325,Subaru of America,Motor Vehicle Manufacturing,501-1000,"Camden, NJ, US"
1326,QinetiQ US,Defense and Space Manufacturing,501-1000,"McLean, Virginia, US"
1327,IONOS,IT Services and IT Consulting,501-1000,"Montabaur, Rheinland-Pfalz, DE"
1328,"Sherpa | Recruiting, Staffing & Consulting",Staffing and Recruiting,51-200,"Charlotte, NC, US"
1329,New York Institute of Technology,Higher Education,201-500,"New York, New York, US"
1330,Lamar Advertising Company,Advertising Services,501-1000,"Baton Rouge, LA, US"
1331,Cable ONE,Telecommunications,501-1000,"Phoenix, AZ, US"
1332,LCRA,Utilities,501-1000,"Austin, TX, US"
1333,Accuray,Medical Equipment Manufacturing,201-500,"Sunnyvale, CA, US"
1334,BankUnited,Banking,501-1000,"Miami Lakes, FL, US"
1335,Nordson Corporation,Machinery Manufacturing,501-1000,"Westlake, OH, US"
1336,Giorgio Armani,Retail Apparel and Fashion,1000+,"Milano, MI, IT"
1337,Minuteman Press,Printing Services,11-50,"Farmingdale, NY, US"
1338,Tecan,Biotechnology Research,501-1000,"Männedorf, ZH, CH"
1339,"Shook, Hardy & Bacon L.L.P.",Law Practice,501-1000,"Kansas City, Missouri, US"
1340,Webster Bank,Banking,501-1000,"Stamford, CT, US"
1341,CooperVision,Medical Equipment Manufacturing,501-1000,"San Ramon, California, US"
1342,Games Workshop Ltd,Retail,501-1000,"Nottingham, Nottinghamshire, GB"
1343,BART,Truck Transportation,501-1000,"Oakland, California, US"
1344,Mace,Construction,501-1000,"London, 0, GB"
1345,CARFAX,Software Development,501-1000,"Centreville, VA, US"
1346,Genuine Parts Company,Motor Vehicle Manufacturing,1000+,"Atlanta, Georgia, US"
1347,New York City Police Department,Law Enforcement,1000+,"New York, NY, US"
1348,NBCUniversal Telemundo Enterprises,Broadcast Media Production and Distribution,501-1000,"Miami, Florida, US"
1349,BayCare Health System,Hospitals and Health Care,1000+,"Clearwater, Florida, US"
1350,Meta,Software Development,1000+,"Menlo Park, CA, US"
1351,Fragomen,Law Practice,501-1000,"New York, NY, US"
1352,Everi Holdings Inc.,Gambling Facilities and Casinos,501-1000,"Las Vegas, Nevada, US"
1353,Securian Financial,Financial Services,501-1000,"St. Paul, Minnesota, US"
1354,ESR,IT Services and IT Consulting,501-1000,"0, 0, FR"
1355,Vulcan Materials Company,Mining,501-1000,"Birmingham, AL, US"
1356,American Psychological Association,Non-profit Organizations,201-500,"Washington, DC, US"
1357,Paradise Valley Hospital,Hospitals and Health Care,501-1000,"National City, California, US"
1358,CarsDirect.com,Motor Vehicle Manufacturing,51-200,"El Segundo, CA, US"
1359,Promega Corporation,Biotechnology Research,501-1000,"Madison, WI, US"
1360,Steptoe LLP,Law Practice,501-1000,"Washington, DC, US"
1361,(USTA) United States Tennis Association,Spectator Sports,51-200,"Purchase, New York, US"
1362,BAI,Financial Services,11-50,"Chicago, IL, US"
1363,Chick-fil-A Corporate Support Center,Restaurants,501-1000,"Atlanta, GA, US"
1364,CHRISTUS Health,Hospitals and Health Care,1000+,"Irving, TX, US"
1365,Rent-A-Center,Retail,1000+,"Plano, TX, US"
1366,Cooper Standard,Motor Vehicle Manufacturing,1000+,"Northville, Michigan, US"
1367,Fresenius Kabi USA,Pharmaceutical Manufacturing,501-1000,"Lake Zurich, Illinois, US"
1368,Converse,Retail Apparel and Fashion,501-1000,"Boston, MA, US"
1369,NORC at the University of Chicago,Research Services,501-1000,"Chicago, IL, US"
1370,ACT,Education Administration Programs,201-500,"Remote, 0, US"
1371,Butler Aerospace & Defense,Staffing and Recruiting,501-1000,"Shelton, CT, US"
1372,City of Phoenix,Government Administration,1000+,"Phoenix, AZ, US"
1373,David's Bridal,Retail,501-1000,"Conshohocken, PA, US"
1374,Quinnox,IT Services and IT Consulting,501-1000,"Chicago, Illinois, US"
1375,Crowell & Moring,Law Practice,501-1000,"Washington, DC, US"
1376,The Wonderful Company,Food and Beverage Manufacturing,501-1000,"Los Angeles, California, US"
1377,POM Wonderful,Food and Beverage Manufacturing,51-200,"Los Angeles, California, US"
1378,FIJI Water,Beverage Manufacturing,51-200,"Los Angeles, CA, US"
1379,Semtech,Software Development,501-1000,"Camarillo, CA, US"
1380,"U.S. Xpress, Inc.",Truck Transportation,501-1000,"Chattanooga, TN, US"
1381,Brookfield Properties,Real Estate,501-1000,"New York, NY, US"
1382,GKN Aerospace,Aviation and Aerospace Component Manufacturing,1000+,"Birmingham, West Midlands, GB"
1383,Alzheimer's Association®,Non-profit Organizations,501-1000,"Chicago, Illinois, US"
1384,Swagelok,Industrial Machinery Manufacturing,501-1000,"Solon, Ohio, US"
1385,The J.M. Smucker Co.,Manufacturing,501-1000,"Orrville, Ohio, US"
1386,Turner & Townsend,Construction,501-1000,"Horsforth, Leeds, GB"
1387,EverBank,Banking,501-1000,"Jacksonville, FL, US"
1388,Heartland,Financial Services,501-1000,"Oklahoma City, Oklahoma, US"
1389,Insight Global,Staffing and Recruiting,501-1000,"Atlanta, Georgia, US"
1390,Liebherr Group,Industrial Machinery Manufacturing,1000+,"Biberach, 0, DE"
1391,"Pinnacle Group, Inc.",IT Services and IT Consulting,501-1000,"Dallas, Texas, US"
1392,Starkey Hearing,Medical Equipment Manufacturing,501-1000,"Eden Prairie, MN, US"
